observed_at,year,sensor,source_product,boundary_geojson_url,available,usable,observation_state,lake_area_km2,aoi_valid_fraction,lake_envelope_valid_fraction,cloud_shadow_metrics,method,method_version,rejection_reasons,quality_flags,geometry_version
2003-12-10T04:30:54.354000Z,2003,ETM+,LANDSAT/LE07/C02/T1_L2/LE07_140041_20031210,,True,False,rejected,,0.013828478066986886,0.0,31,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LANDSAT_7_SLC_OFF;LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LANDSAT_7_SLC_OFF;LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
2004-10-01T04:26:21.198000Z,2004,TM,LANDSAT/LT05/C02/T1_L2/LT05_140041_20041001,,True,False,rejected,,0.19228473570213303,0.3417146871319236,72,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
2004-10-09T04:30:39.290000Z,2004,ETM+,LANDSAT/LE07/C02/T1_L2/LE07_140041_20041009,,True,False,rejected,,0.522191127865754,0.22796032303556232,23,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LANDSAT_7_SLC_OFF;LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LANDSAT_7_SLC_OFF;LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
2004-10-17T04:26:42.010000Z,2004,TM,LANDSAT/LT05/C02/T1_L2/LT05_140041_20041017,,True,False,rejected,,0.13241709073739524,0.14602094766253443,11,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
2004-10-25T04:30:56.415000Z,2004,ETM+,LANDSAT/LE07/C02/T1_L2/LE07_140041_20041025,,True,False,rejected,,0.05388633655352262,0.0004621584648944427,26,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LANDSAT_7_SLC_OFF;LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LANDSAT_7_SLC_OFF;LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
2004-11-02T04:27:01.798000Z,2004,TM,LANDSAT/LT05/C02/T1_L2/LT05_140041_20041102,,True,False,rejected,,0.07823696497762828,0.0,17,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
2004-11-10T04:31:06.023000Z,2004,ETM+,LANDSAT/LE07/C02/T1_L2/LE07_140041_20041110,data/archive/scenes/landsat/LANDSAT_LE07_C02_T1_L2_LE07_140041_20041110.geojson,True,False,rejected,0.396028,0.266511178229619,0.2839290335870362,10,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LANDSAT_7_SLC_OFF;LOW_LAKE_ENVELOPE_OBSERVABILITY,LANDSAT_7_SLC_OFF;LOW_LAKE_ENVELOPE_OBSERVABILITY,imja-expanded-aoi-v2-2026-08-28
2004-11-18T04:27:15.269000Z,2004,TM,LANDSAT/LT05/C02/T1_L2/LT05_140041_20041118,,True,False,rejected,,0.0,0.0,72,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
2004-12-04T04:27:39.020000Z,2004,TM,LANDSAT/LT05/C02/T1_L2/LT05_140041_20041204,,True,False,rejected,,0.13676487120491004,0.0,6,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
2004-12-12T04:31:20.850000Z,2004,ETM+,LANDSAT/LE07/C02/T1_L2/LE07_140041_20041212,,True,False,rejected,,0.08128547766977154,0.0006734309059890451,18,landsat_c2_l2_ndwi_connected_component,0.2.0-archive,LANDSAT_7_SLC_OFF;LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,LANDSAT_7_SLC_OFF;LOW_LAKE_ENVELOPE_OBSERVABILITY;NO_LAKE_COMPONENT_AT_SEED,imja-expanded-aoi-v2-2026-08-28
